national,south,north,east,central,west,year,month
53,34,53,37,29,37,2016,6
53,34,53,36,29,37,2016,6
53,35,53,36,29,37,2016,6
54,35,54,37,30,40,2016,6
54,36,54,37,30,40,2016,6
54,35,54,38,30,39,2016,6
54,35,54,38,30,39,2016,6
54,34,54,37,29,40,2016,6
54,34,54,36,29,42,2016,6
54,35,54,36,31,43,2016,6
55,36,55,36,32,42,2016,6
56,35,56,36,33,42,2016,6
56,36,56,39,34,43,2016,6
57,38,57,42,35,43,2016,6
57,39,57,43,36,44,2016,6
57,40,57,44,37,45,2016,6
56,40,56,43,37,44,2016,6
56,41,56,43,38,44,2016,6
55,41,55,43,39,44,2016,6
55,43,55,45,40,44,2016,6
55,46,55,46,41,44,2016,6
55,50,55,48,43,45,2016,6
56,51,56,50,45,47,2016,6
57,52,57,51,47,48,2016,6
58,52,58,52,50,49,2016,6
59,52,59,52,50,50,2016,6
59,52,59,52,51,49,2016,6
60,52,60,53,52,51,2016,6
60,53,60,53,52,51,2016,6
60,54,60,53,52,51,2016,6
60,54,60,54,53,51,2016,6
60,55,60,54,53,49,2016,6
60,55,60,55,53,50,2016,6
60,55,60,56,53,51,2016,6
59,55,59,55,54,52,2016,6
59,55,59,55,54,52,2016,6
60,55,60,55,54,52,2016,6
60,55,60,55,54,53,2016,6
61,56,61,55,54,53,2016,6
62,56,62,55,55,55,2016,6
62,56,62,55,55,55,2016,6
63,55,63,55,54,55,2016,6
63,55,63,55,54,55,2016,6
63,54,63,55,54,54,2016,6
64,54,64,54,54,54,2016,6
65,53,65,54,53,54,2016,6
64,53,64,54,53,54,2016,6
64,54,64,54,53,53,2016,6
64,53,64,53,52,53,2016,6
64,54,64,53,52,53,2016,6
63,54,63,53,52,52,2016,6
63,53,63,53,51,52,2016,6
62,53,62,53,51,52,2016,6
63,53,63,53,50,52,2016,6
63,53,63,53,50,52,2016,6
62,53,62,53,51,51,2016,6
62,53,62,53,51,51,2016,6
62,54,62,53,52,51,2016,6
62,54,62,53,52,48,2016,6
61,55,61,53,53,45,2016,6
60,54,60,53,52,44,2016,6
59,54,59,52,52,40,2016,6
59,54,59,51,52,38,2016,6
59,54,59,51,52,36,2016,6
59,54,59,50,52,35,2016,6
59,54,59,50,52,35,2016,6
59,54,59,50,53,35,2016,6
58,54,58,49,53,36,2016,6
59,53,59,49,53,37,2016,6
60,53,60,48,54,39,2016,6
61,53,61,48,54,41,2016,6
61,52,61,48,53,41,2016,6
62,52,62,46,53,41,2016,6
62,53,62,46,54,41,2016,6
62,52,62,46,54,42,2016,6
62,52,62,43,54,42,2016,6
62,52,62,41,53,43,2016,6
62,51,62,39,53,43,2016,6
62,51,62,38,52,44,2016,6
61,49,61,38,51,42,2016,6
61,46,61,34,49,41,2016,6
61,44,61,32,48,42,2016,6
62,42,62,31,45,43,2016,6
61,39,61,30,44,43,2016,6
61,39,61,29,42,41,2016,6
60,38,60,30,41,42,2016,6
60,37,60,30,38,43,2016,6
59,35,59,30,36,43,2016,6
59,34,59,30,35,43,2016,6
58,34,58,30,34,44,2016,6
59,34,59,30,33,42,2016,6
56,35,56,30,34,39,2016,6
55,35,55,31,35,38,2016,6
55,37,55,32,35,38,2016,6
54,37,54,35,36,39,2016,6
55,38,55,35,36,39,2016,6
55,39,55,34,36,37,2016,6
56,39,56,34,35,36,2016,6
55,38,55,34,34,36,2016,6
55,37,55,33,33,34,2016,6
55,36,55,32,33,33,2016,6
55,34,55,32,32,33,2016,6
54,34,54,32,31,32,2016,6
53,34,53,32,31,31,2016,6
53,34,53,31,30,30,2016,6
53,33,53,32,31,29,2016,6
53,35,53,32,31,29,2016,6
53,36,53,32,32,29,2016,6
52,36,52,31,32,29,2016,6
51,36,51,30,33,28,2016,6
48,36,48,30,33,26,2016,6
43,36,43,30,32,24,2016,6
39,36,39,30,31,22,2016,6
39,37,39,31,31,23,2016,6
38,36,38,31,30,23,2016,6
38,36,38,31,30,23,2016,6
39,35,39,32,31,23,2016,6
38,35,38,31,30,24,2016,6
37,34,37,33,30,24,2016,6
37,35,36,37,31,25,2016,6
39,34,35,39,31,27,2016,6
43,36,36,43,34,27,2016,6
46,39,37,46,34,29,2016,6
48,45,38,48,37,32,2016,6
51,49,41,51,40,33,2016,6
52,51,44,52,43,33,2016,6
52,51,49,52,45,34,2016,6
53,52,51,53,49,36,2016,6
54,54,53,54,52,40,2016,6
55,55,55,55,53,41,2016,6
55,55,55,55,54,42,2016,6
56,56,56,56,54,43,2016,6
57,57,56,56,55,45,2016,6
57,57,56,57,55,49,2016,6
58,58,57,57,56,50,2016,6
59,59,57,57,57,51,2016,6
60,60,58,58,57,51,2016,6
60,60,58,58,58,51,2016,6
60,60,58,58,57,51,2016,6
59,59,58,58,57,51,2016,6
59,59,58,57,57,51,2016,6
59,59,57,57,56,51,2016,6
59,59,58,56,56,51,2016,6
59,59,58,56,56,50,2016,6
58,58,58,55,56,50,2016,6
58,58,58,55,56,49,2016,6
59,58,59,55,56,48,2016,6
58,58,58,55,56,46,2016,6
58,58,58,54,56,46,2016,6
57,57,57,54,55,46,2016,6
57,57,56,54,55,44,2016,6
56,56,54,53,54,46,2016,6
55,55,53,52,53,47,2016,6
54,54,52,51,52,47,2016,6
53,53,52,50,51,50,2016,6
53,53,51,50,48,49,2016,6
53,53,52,48,47,50,2016,6
53,52,53,49,46,50,2016,6
53,48,53,47,44,51,2016,6
54,51,54,49,45,51,2016,6
54,52,54,52,49,52,2016,6
55,53,55,52,50,52,2016,6
55,54,55,52,51,52,2016,6
55,55,55,53,52,52,2016,6
56,55,56,53,53,52,2016,6
56,55,56,54,53,52,2016,6
55,55,55,53,52,53,2016,6
55,55,55,52,52,53,2016,6
55,54,55,53,52,53,2016,6
55,54,55,53,52,53,2016,6
56,54,56,54,51,53,2016,6
56,54,56,54,51,53,2016,6
57,53,57,55,50,51,2016,6
58,53,58,55,50,49,2016,6
58,53,58,55,49,46,2016,6
58,53,58,55,48,42,2016,6
58,53,58,55,48,41,2016,6
58,53,58,55,48,39,2016,6
57,54,57,56,47,37,2016,6
56,54,56,56,47,36,2016,6
58,54,56,58,45,37,2016,6
58,54,56,58,45,40,2016,6
58,53,56,58,46,43,2016,6
57,53,57,57,44,43,2016,6
57,53,57,56,43,43,2016,6
58,52,58,56,44,42,2016,6
58,53,58,56,45,41,2016,6
58,53,58,56,45,41,2016,6
58,54,58,56,48,42,2016,6
58,54,58,56,50,41,2016,6
59,54,59,56,49,43,2016,6
60,55,60,57,50,44,2016,6
60,55,60,57,51,45,2016,6
60,56,60,57,52,47,2016,6
61,56,61,57,53,49,2016,6
61,57,61,57,54,52,2016,6
62,58,62,58,54,53,2016,6
62,58,62,58,55,53,2016,6
62,58,62,58,55,54,2016,6
63,58,63,58,56,55,2016,6
64,58,64,58,56,55,2016,6
64,58,64,57,57,55,2016,6
64,58,64,58,57,55,2016,6
63,58,63,57,57,54,2016,6
62,58,62,56,57,53,2016,6
62,58,62,57,57,53,2016,6
62,58,62,58,57,53,2016,6
61,58,61,58,57,53,2016,6
61,59,61,58,57,54,2016,6
61,58,61,57,57,54,2016,6
61,57,61,57,57,54,2016,6
61,57,61,57,56,55,2016,6
61,57,61,57,55,55,2016,6
60,57,60,57,55,55,2016,6
59,56,59,56,55,55,2016,6
58,55,58,55,54,56,2016,6
56,54,56,54,53,55,2016,6
56,54,56,54,53,55,2016,6
55,54,55,53,53,55,2016,6
55,54,55,53,53,54,2016,6
56,54,56,54,53,54,2016,6
55,54,55,54,53,54,2016,6
54,54,54,53,53,54,2016,6
55,54,55,52,53,54,2016,6
56,54,56,51,54,54,2016,6
55,54,55,50,53,54,2016,6
55,53,55,47,53,54,2016,6
55,52,55,46,53,55,2016,6
55,51,55,44,52,55,2016,6
55,51,54,45,52,55,2016,6
54,51,54,46,52,54,2016,6
54,49,53,45,52,54,2016,6
53,47,53,44,52,53,2016,6
53,45,53,44,51,53,2016,6
53,46,53,44,52,52,2016,6
53,47,53,43,51,52,2016,6
53,49,53,43,52,52,2016,6
53,51,53,42,52,52,2016,6
54,52,54,43,51,51,2016,6
54,51,54,43,51,51,2016,6
53,50,53,43,50,51,2016,6
52,51,52,43,49,51,2016,6
52,51,52,43,49,50,2016,6
51,50,51,42,47,49,2016,6
48,48,48,42,45,47,2016,6
47,47,44,40,43,46,2016,6
48,48,44,41,42,45,2016,6
48,48,43,40,41,46,2016,6
50,50,43,40,42,47,2016,6
51,51,44,41,42,50,2016,6
51,51,44,41,43,51,2016,6
51,51,46,43,44,51,2016,6
52,51,47,42,44,52,2016,6
52,49,46,42,44,52,2016,6
52,48,46,42,44,52,2016,6
52,48,45,42,45,52,2016,6
52,47,45,42,44,52,2016,6
52,46,45,42,44,52,2016,6
52,46,46,42,44,52,2016,6
52,44,46,43,43,52,2016,6
52,43,47,43,44,52,2016,6
53,41,47,41,44,53,2016,6
53,41,47,41,44,53,2016,6
53,43,49,40,44,53,2016,6
53,43,50,40,44,53,2016,6
53,44,51,40,45,53,2016,6
54,45,52,40,47,54,2016,6
54,47,52,41,48,54,2016,6
54,50,53,42,50,54,2016,6
55,51,54,43,51,55,2016,6
55,51,54,44,51,55,2016,6
55,51,54,44,51,55,2016,6
54,51,53,43,51,54,2016,6
53,51,53,42,50,53,2016,6
53,51,53,40,49,53,2016,6
53,50,53,40,48,52,2016,6
52,51,52,40,48,52,2016,6
52,52,52,40,48,52,2016,6
53,52,53,40,48,51,2016,6
53,52,53,39,47,51,2016,6
52,52,52,40,45,49,2016,6
51,51,50,39,43,47,2016,6
51,51,49,39,42,46,2016,6
49,49,47,38,41,44,2016,6
48,48,46,38,40,43,2016,6
46,46,46,37,39,41,2016,6
45,45,45,37,37,40,2016,6
44,44,43,36,36,40,2016,6
42,42,41,35,35,40,2016,6
41,41,40,34,34,38,2016,6
39,38,39,33,33,37,2016,6
38,35,38,32,31,36,2016,6
39,36,39,32,30,34,2016,6
40,35,40,31,31,33,2016,6
42,36,42,31,32,33,2016,6
45,37,45,31,33,35,2016,6
48,37,48,33,34,35,2016,6
51,37,51,33,33,34,2016,6
49,38,49,34,33,32,2016,6
49,39,49,37,35,36,2016,6
48,41,48,37,36,37,2016,6
48,42,48,37,37,39,2016,6
50,42,50,38,38,40,2016,6
51,45,51,39,40,40,2016,6
52,46,52,41,43,41,2016,6
53,48,53,43,44,40,2016,6
53,51,53,44,46,42,2016,6
54,51,54,45,46,43,2016,6
54,51,54,46,47,43,2016,6
54,51,54,46,47,43,2016,6
54,51,54,46,48,43,2016,6
54,51,54,46,47,43,2016,6
54,51,54,46,47,43,2016,6
54,51,54,46,47,43,2016,6
55,51,55,45,47,42,2016,6
54,50,54,45,47,44,2016,6
54,51,54,45,47,44,2016,6
53,48,53,45,44,43,2016,6
53,48,53,45,43,42,2016,6
52,46,52,43,42,43,2016,6
51,47,51,43,43,43,2016,6
52,45,52,40,42,43,2016,6
52,42,52,38,40,40,2016,6
52,41,52,37,37,37,2016,6
51,40,51,37,38,36,2016,6
50,40,50,36,36,35,2016,6
50,38,50,35,35,35,2016,6
49,36,49,32,32,34,2016,6
46,34,46,30,30,34,2016,6
44,31,44,29,29,32,2016,6
43,32,43,27,28,31,2016,6
42,32,42,26,28,31,2016,6
42,32,42,26,28,31,2016,6
42,32,42,26,28,32,2016,6
42,32,42,27,28,32,2016,6
40,33,40,27,29,33,2016,6
39,34,39,30,29,34,2016,6
40,34,40,31,30,35,2016,6
41,34,41,31,31,34,2016,6
43,36,43,31,33,35,2016,6
45,38,45,31,35,38,2016,6
50,45,50,34,42,38,2016,6
50,47,50,37,45,40,2016,6
51,50,51,39,48,40,2016,6
52,52,50,42,49,41,2016,6
52,52,52,41,49,43,2016,6
53,52,53,43,50,44,2016,6
53,52,53,45,51,44,2016,6
54,53,54,47,52,44,2016,6
54,53,54,47,52,44,2016,6
54,54,54,47,52,44,2016,6
54,54,54,49,53,45,2016,6
55,54,55,49,53,46,2016,6
55,54,55,49,53,45,2016,6
55,55,55,50,53,45,2016,6
56,55,56,51,53,45,2016,6
57,55,57,51,53,47,2016,6
57,55,57,49,53,47,2016,6
57,55,57,49,53,48,2016,6
56,55,56,51,53,50,2016,6
56,55,56,52,53,47,2016,6
56,55,56,52,53,48,2016,6
56,56,56,52,53,48,2016,6
58,55,58,51,52,51,2016,6
59,55,59,51,53,51,2016,6
59,55,59,51,53,51,2016,6
59,55,59,52,53,51,2016,6
59,57,59,52,53,52,2016,6
59,57,59,52,54,53,2016,6
59,57,59,52,54,54,2016,6
59,58,59,52,55,54,2016,6
60,58,60,52,55,54,2016,6
59,58,59,52,54,55,2016,6
59,57,59,52,54,55,2016,6
59,57,59,52,54,55,2016,6
59,57,59,52,54,55,2016,6
58,57,58,52,54,54,2016,6
58,57,58,52,54,54,2016,6
58,57,58,52,54,54,2016,6
58,57,58,52,54,54,2016,6
59,57,59,52,54,54,2016,6
59,56,59,52,55,55,2016,6
59,56,59,52,55,57,2016,6
60,56,60,53,55,58,2016,6
61,57,61,54,56,58,2016,6
62,58,62,54,56,58,2016,6
62,59,62,54,57,59,2016,6
62,59,62,54,57,59,2016,6
62,58,62,54,57,59,2016,6
62,57,62,53,56,59,2016,6
62,56,62,53,56,58,2016,7
62,55,62,53,56,57,2016,7
62,55,62,53,55,57,2016,7
62,55,62,53,55,57,2016,7
63,55,63,53,55,56,2016,7
63,55,63,53,56,56,2016,7
63,56,63,53,56,56,2016,7
64,56,64,54,56,57,2016,7
65,56,65,54,56,57,2016,7
65,56,65,54,57,58,2016,7
66,55,66,54,57,58,2016,7
69,56,69,54,56,58,2016,7
68,55,68,53,55,58,2016,7
67,55,67,53,55,58,2016,7
66,55,66,53,54,58,2016,7
66,54,66,53,55,58,2016,7
65,55,65,54,55,59,2016,7
65,55,65,54,55,60,2016,7
65,55,65,54,56,60,2016,7
65,56,65,54,56,60,2016,7
65,56,65,54,56,61,2016,7
65,56,65,54,56,61,2016,7
65,56,65,54,56,61,2016,7
64,56,64,54,56,62,2016,7
64,57,64,54,56,62,2016,7
65,57,65,55,56,61,2016,7
64,57,64,54,56,61,2016,7
64,57,64,54,56,61,2016,7
64,58,64,54,56,61,2016,7
63,58,63,54,56,61,2016,7
63,58,63,54,56,61,2016,7
62,58,62,55,57,61,2016,7
61,58,61,55,56,61,2016,7
60,57,60,55,56,60,2016,7
60,57,59,54,56,60,2016,7
60,57,59,54,56,60,2016,7
60,57,60,54,56,59,2016,7
60,56,60,54,56,59,2016,7
60,57,60,54,56,59,2016,7
61,57,61,54,56,59,2016,7
62,57,62,54,56,58,2016,7
61,56,61,54,56,58,2016,7
61,56,61,53,55,57,2016,7
61,56,61,53,55,57,2016,7
61,56,61,53,55,57,2016,7
60,56,60,53,56,57,2016,7
60,56,60,53,55,56,2016,7
60,56,60,53,55,57,2016,7
60,55,60,53,55,57,2016,7
60,55,60,53,55,56,2016,7
59,55,59,53,55,56,2016,7
59,55,59,52,54,56,2016,7
59,54,59,52,55,56,2016,7
58,55,58,52,55,56,2016,7
59,55,59,52,55,56,2016,7
58,55,58,52,55,56,2016,7
58,55,58,51,55,56,2016,7
58,54,58,51,55,56,2016,7
58,55,58,50,55,56,2016,7
57,55,57,49,55,56,2016,7
57,55,57,50,54,56,2016,7
56,54,56,49,54,56,2016,7
55,54,55,47,53,55,2016,7
55,54,55,46,53,55,2016,7
55,54,55,46,53,55,2016,7
55,54,54,45,53,55,2016,7
54,54,53,46,53,54,2016,7
54,53,53,46,52,54,2016,7
55,53,53,45,52,55,2016,7
55,53,53,45,52,55,2016,7
55,53,53,45,52,55,2016,7
54,53,53,45,52,54,2016,7
55,53,53,43,52,55,2016,7
54,53,53,43,52,54,2016,7
55,52,52,44,52,55,2016,7
55,52,53,45,51,55,2016,7
54,52,53,44,49,54,2016,7
54,52,53,44,48,54,2016,7
54,52,53,45,48,54,2016,7
54,52,54,45,49,54,2016,7
54,52,54,45,50,54,2016,7
54,52,54,45,50,54,2016,7
54,52,54,46,51,53,2016,7
54,52,54,46,50,53,2016,7
56,52,56,46,51,53,2016,7
56,52,56,46,51,53,2016,7
56,52,56,46,51,53,2016,7
56,52,56,46,51,53,2016,7
56,52,56,47,51,53,2016,7
56,52,56,46,51,53,2016,7
56,52,56,47,51,53,2016,7
56,52,56,46,51,53,2016,7
56,52,56,47,51,53,2016,7
56,52,56,47,50,53,2016,7
56,52,56,48,50,53,2016,7
57,52,57,48,50,53,2016,7
57,52,57,48,50,53,2016,7
57,52,57,46,50,53,2016,7
57,52,57,46,50,53,2016,7
57,52,57,47,50,53,2016,7
57,52,57,47,50,53,2016,7
57,52,57,45,49,52,2016,7
56,51,56,45,47,52,2016,7
56,50,56,45,46,52,2016,7
55,47,55,42,43,52,2016,7
54,45,54,40,43,51,2016,7
53,43,53,41,42,51,2016,7
53,45,53,41,42,50,2016,7
53,45,53,41,42,48,2016,7
52,44,52,40,42,48,2016,7
52,48,52,41,42,48,2016,7
53,47,53,41,42,48,2016,7
53,47,53,41,42,49,2016,7
53,48,53,41,42,48,2016,7
53,47,53,40,42,49,2016,7
53,47,53,40,42,48,2016,7
52,47,52,40,42,48,2016,7
52,49,52,41,43,48,2016,7
52,51,52,42,42,47,2016,7
52,51,52,43,41,48,2016,7
53,51,53,45,42,46,2016,7
52,50,52,45,41,45,2016,7
52,49,52,43,40,45,2016,7
52,48,52,46,40,48,2016,7
52,49,52,46,40,49,2016,7
52,51,52,47,39,49,2016,7
52,50,52,47,39,47,2016,7
52,51,52,47,40,48,2016,7
52,51,52,47,39,48,2016,7
51,51,51,45,39,47,2016,7
51,50,51,46,39,47,2016,7
51,50,51,46,39,47,2016,7
51,51,50,46,39,47,2016,7
52,52,51,47,41,46,2016,7
52,52,51,47,44,45,2016,7
53,53,52,48,46,45,2016,7
53,53,53,49,48,45,2016,7
54,53,54,51,50,45,2016,7
54,53,54,52,52,46,2016,7
55,54,55,52,53,47,2016,7
56,54,56,52,53,47,2016,7
56,54,56,52,53,48,2016,7
56,54,56,52,53,49,2016,7
56,54,56,51,53,49,2016,7
57,55,57,52,54,51,2016,7
56,55,56,51,54,50,2016,7
56,55,56,51,54,49,2016,7
56,55,56,51,54,50,2016,7
56,55,56,51,54,49,2016,7
57,54,57,51,54,51,2016,7
57,55,57,51,54,51,2016,7
57,54,57,52,54,52,2016,7
58,55,58,52,54,52,2016,7
58,55,58,51,54,52,2016,7
58,55,58,51,54,53,2016,7
58,54,58,51,53,53,2016,7
58,53,58,50,53,53,2016,7
57,53,57,49,52,53,2016,7
56,53,56,47,52,53,2016,7
55,52,55,45,51,53,2016,7
55,52,55,44,48,53,2016,7
55,49,55,41,44,53,2016,7
54,48,54,41,42,53,2016,7
53,48,53,41,41,53,2016,7
53,49,53,41,41,52,2016,7
53,47,53,43,40,52,2016,7
53,46,53,42,40,52,2016,7
53,45,53,41,40,49,2016,7
53,45,53,39,39,46,2016,7
53,45,53,39,38,45,2016,7
53,45,53,39,39,47,2016,7
53,44,53,40,39,49,2016,7
52,43,52,40,39,46,2016,7
52,42,52,40,38,46,2016,7
52,42,52,39,38,46,2016,7
52,41,52,39,37,46,2016,7
53,42,53,40,38,47,2016,7
53,42,53,41,38,48,2016,7
54,43,54,41,39,50,2016,7
55,43,55,41,39,50,2016,7
56,43,56,41,41,51,2016,7
58,42,58,41,41,52,2016,7
59,42,59,42,41,52,2016,7
61,43,61,41,41,52,2016,7
62,44,62,41,41,53,2016,7
63,44,63,41,42,52,2016,7
63,44,63,41,42,53,2016,7
63,43,63,41,43,53,2016,7
62,42,62,39,43,53,2016,7
62,42,62,39,42,53,2016,7
62,42,62,40,42,53,2016,7
62,42,62,40,42,53,2016,7
62,41,62,40,42,53,2016,7
63,41,63,39,41,52,2016,7
63,41,63,39,41,51,2016,7
64,43,64,39,42,51,2016,7
64,44,64,39,43,51,2016,7
64,45,64,40,43,49,2016,7
64,45,64,40,43,48,2016,7
64,45,64,39,43,47,2016,7
63,45,63,38,42,46,2016,7
62,41,62,38,40,44,2016,7
61,41,61,37,39,44,2016,7
60,40,60,37,37,42,2016,7
59,41,59,36,36,40,2016,7
57,41,57,36,36,38,2016,7
56,40,56,36,36,36,2016,7
55,39,55,37,36,35,2016,7
54,38,54,37,35,35,2016,7
55,37,55,36,35,33,2016,7
54,37,54,36,34,33,2016,7
55,37,55,36,33,32,2016,7
55,37,55,36,33,32,2016,7
55,37,55,37,34,34,2016,7
55,37,55,37,35,34,2016,7
55,37,55,37,35,35,2016,7
55,38,55,37,35,36,2016,7
55,39,55,38,35,36,2016,7
55,39,55,36,36,36,2016,7
55,39,55,35,34,37,2016,7
56,38,56,36,33,37,2016,7
58,38,58,36,33,38,2016,7
58,37,58,37,33,37,2016,7
59,38,59,37,33,37,2016,7
60,40,60,38,35,37,2016,7
61,41,61,39,35,42,2016,7
62,42,62,40,36,45,2016,7
63,42,63,40,37,50,2016,7
64,43,64,40,37,52,2016,7
65,44,65,41,37,53,2016,7
66,45,66,41,37,54,2016,7
67,45,67,40,38,55,2016,7
67,45,67,41,40,55,2016,7
67,45,67,42,41,54,2016,7
67,45,67,42,42,54,2016,7
67,46,67,43,42,54,2016,7
68,47,68,43,42,54,2016,7
68,48,68,43,43,54,2016,7
68,47,68,43,43,54,2016,7
67,46,67,43,43,54,2016,7
66,46,66,43,42,54,2016,7
66,45,66,43,42,54,2016,7
65,44,65,43,42,54,2016,7
64,46,64,43,43,54,2016,7
63,46,63,43,43,54,2016,7
63,46,63,41,44,54,2016,7
63,46,63,41,44,54,2016,7
60,48,60,41,44,55,2016,7
59,47,59,41,45,54,2016,7
58,47,58,40,44,54,2016,7
57,47,57,41,43,53,2016,7
56,47,56,41,44,52,2016,7
55,46,55,41,45,51,2016,7
54,45,54,41,45,49,2016,7
53,46,53,41,44,49,2016,7
52,45,52,40,42,49,2016,7
52,45,52,40,42,51,2016,7
52,45,52,40,41,52,2016,7
53,45,53,39,42,52,2016,7
52,45,52,39,42,52,2016,7
53,45,52,40,41,53,2016,7
53,45,52,41,41,53,2016,7
53,44,53,41,42,53,2016,7
53,46,53,40,42,53,2016,7
55,46,55,41,41,54,2016,7
55,47,55,41,42,54,2016,7
55,47,55,42,41,54,2016,7
54,48,54,43,41,54,2016,7
54,49,54,44,41,53,2016,7
54,49,54,43,41,53,2016,7
55,46,55,42,39,53,2016,7
54,45,54,41,39,53,2016,7
54,45,54,40,38,52,2016,7
54,45,54,39,38,52,2016,7
53,45,53,39,37,52,2016,7
53,45,53,39,36,51,2016,7
53,45,53,39,36,50,2016,7
53,46,53,39,37,49,2016,7
53,46,53,39,37,49,2016,7
53,46,53,39,37,51,2016,7
53,48,53,38,37,50,2016,7
53,48,53,40,39,48,2016,7
52,47,52,39,38,46,2016,7
52,46,52,37,38,45,2016,7
52,48,52,37,39,43,2016,7
52,50,52,37,39,44,2016,7
52,49,52,39,39,45,2016,7
50,50,49,41,42,46,2016,7
51,51,51,40,44,47,2016,7
52,51,52,40,47,48,2016,7
53,51,53,40,48,49,2016,7
54,51,54,41,49,51,2016,7
54,51,54,42,51,52,2016,7
55,51,55,45,52,52,2016,7
55,52,55,46,52,53,2016,7
55,52,55,47,52,53,2016,7
56,52,56,48,53,54,2016,7
56,52,56,48,53,54,2016,7
57,53,57,49,54,55,2016,7
58,53,58,50,54,56,2016,7
59,53,59,51,55,56,2016,7
60,54,60,51,56,57,2016,7
61,54,61,51,56,58,2016,7
61,54,61,52,56,59,2016,7
63,55,63,52,56,60,2016,7
60,53,60,45,53,60,2016,7
59,53,59,46,52,59,2016,7
59,53,59,45,52,59,2016,7
59,54,59,44,52,58,2016,7
58,53,58,43,51,57,2016,7
58,52,58,42,51,56,2016,7
57,52,57,42,50,55,2016,7
57,52,57,41,49,55,2016,7
57,51,57,41,47,54,2016,7
57,52,57,41,47,54,2016,7
56,52,56,42,48,55,2016,7
56,52,56,43,48,55,2016,7
57,52,57,42,49,54,2016,7
56,52,56,43,50,53,2016,7
55,52,55,43,49,52,2016,7
55,52,55,44,49,52,2016,7
55,52,55,48,51,51,2016,7
54,52,54,48,51,50,2016,7
54,52,54,49,51,48,2016,7
54,51,54,49,51,46,2016,7
54,50,54,48,51,47,2016,7
55,52,55,48,52,49,2016,7
55,53,55,50,53,51,2016,7
56,53,56,51,54,52,2016,7
57,53,57,52,54,52,2016,7
57,53,57,52,55,52,2016,7
56,54,56,53,55,52,2016,7
57,55,57,53,56,52,2016,7
57,55,57,53,56,52,2016,7
56,56,56,54,56,52,2016,7
56,56,56,53,56,52,2016,7
56,56,56,54,56,52,2016,7
56,55,56,54,56,52,2016,7
56,55,56,54,56,51,2016,7
57,55,57,54,55,49,2016,7
56,55,56,54,55,47,2016,7
55,55,55,54,54,47,2016,7
55,54,55,54,54,47,2016,7
55,54,55,53,54,45,2016,7
55,54,55,52,53,43,2016,7
55,54,55,52,53,42,2016,7
55,54,55,53,53,42,2016,7
55,54,55,53,53,44,2016,7
56,54,56,54,53,44,2016,7
55,55,55,55,53,43,2016,7
56,55,54,56,52,42,2016,7
57,57,54,57,54,43,2016,7
57,57,54,57,54,45,2016,7
57,57,54,56,54,43,2016,7
57,56,55,57,54,44,2016,7
57,55,55,57,53,42,2016,7
56,55,54,56,53,42,2016,7
56,54,55,56,53,41,2016,7
56,54,55,56,53,42,2016,7
56,55,55,56,52,43,2016,7
56,56,56,56,53,44,2016,7
57,57,56,56,53,44,2016,7
57,57,56,56,54,45,2016,7
58,58,56,57,54,47,2016,7
58,58,57,57,54,47,2016,7
58,58,57,57,55,49,2016,7
59,59,57,58,55,49,2016,7
59,59,57,58,55,47,2016,7
59,59,56,58,56,46,2016,7
59,59,56,58,55,44,2016,7
60,60,56,58,55,45,2016,7
60,60,56,57,56,45,2016,7
60,60,57,57,56,45,2016,7
59,59,57,56,54,44,2016,7
59,59,56,56,54,43,2016,7
59,59,57,56,54,43,2016,7
60,60,57,56,55,45,2016,7
60,60,59,56,55,46,2016,7
61,60,61,57,56,46,2016,7
62,61,62,58,56,46,2016,7
62,61,62,58,57,46,2016,7
63,59,63,57,57,43,2016,7
62,58,62,57,56,41,2016,7
62,57,62,56,55,40,2016,7
60,57,60,54,54,37,2016,7
59,56,59,54,54,35,2016,7
58,55,58,53,53,35,2016,7
56,55,56,53,53,34,2016,7
56,54,56,52,52,33,2016,7
56,54,56,52,52,32,2016,7
56,53,56,50,50,31,2016,7
60,53,60,51,51,30,2016,7
62,52,62,51,51,28,2016,7
56,52,56,50,48,28,2016,7
55,50,55,46,46,28,2016,7
55,46,55,44,43,28,2016,7
55,45,55,44,41,27,2016,7
54,44,54,44,41,28,2016,7
53,44,53,44,39,27,2016,7
52,43,52,42,37,26,2016,7
47,42,47,39,34,25,2016,7
43,42,43,37,32,25,2016,7
42,42,41,36,31,25,2016,7
43,43,37,36,31,25,2016,7
45,45,38,37,32,26,2016,7
46,46,40,38,33,28,2016,7
46,46,42,39,34,29,2016,7
45,45,44,40,35,30,2016,7
47,46,47,40,35,30,2016,7
49,45,49,40,36,30,2016,7
49,46,49,40,36,29,2016,7
49,45,49,40,36,28,2016,7
49,46,49,40,36,28,2016,7
49,46,49,39,36,28,2016,7
47,47,47,38,35,29,2016,7
48,48,46,39,39,30,2016,7
49,47,49,41,41,30,2016,7
52,49,52,42,44,31,2016,7
52,51,52,43,45,32,2016,7
52,47,52,44,44,31,2016,7
52,50,52,45,45,30,2016,7
52,48,52,46,46,34,2016,7
53,49,53,46,47,38,2016,7
53,49,53,48,48,42,2016,7
54,51,54,50,51,46,2016,7
54,52,54,52,52,47,2016,7
55,54,55,53,53,50,2016,7
55,54,55,54,54,50,2016,7
55,55,55,54,54,51,2016,7
55,55,55,55,55,51,2016,7
55,55,55,55,54,49,2016,7
55,55,55,55,54,49,2016,7
